start,end,culprits
2016-01-10 01:31:02,2016-01-29 09:56:08,infra_release.rss|infra_backend-merge-all-repo|infra_backend_jenkins_ci_cloudbess_com_filler|tools_maven-hpi-plugin|infra_patron_messages|jenkins_pom|infra_jenkins-infra|infra_backend_pull_request_greeter|infra_extension-indexer|jenkins_main_trunk|infra_plugin_changes_report|jenkins_2.0|tmp-jenkins-20-jenkinsfile|jenkins_lts_branch|tools_maven-hpi-plugin-maven-2.x|infra_github_repository_list
